short_name,overall,DifferenceFromMin,DifferenceFromMax,AverageOverall,RatingCategory
M. Stevens,63,16,28,66.006,Lowest Rated
F. Schubert,63,16,28,66.006,Lowest Rated
E. Öztürk,63,16,28,66.006,Lowest Rated
T. Robinet,63,16,28,66.006,Lowest Rated
F. Luna,63,16,28,66.006,Lowest Rated
Y. Schmid,63,16,28,66.006,Lowest Rated
D. Duhaney,63,16,28,66.006,Lowest Rated
Fachendinho,63,16,28,66.006,Lowest Rated
T. Seto,63,16,28,66.006,Lowest Rated
C. Johnson,63,16,28,66.006,Lowest Rated
A. Pattison,63,16,28,66.006,Lowest Rated
Z. Jules,63,16,28,66.006,Lowest Rated
B. Hanlan,63,16,28,66.006,Lowest Rated
M. Roman,63,16,28,66.006,Lowest Rated
A. Kilgour,63,16,28,66.006,Lowest Rated
J. Pritchard,63,16,28,66.006,Lowest Rated
L. Grace,63,16,28,66.006,Lowest Rated
E. Kabangu,63,16,28,66.006,Lowest Rated
D. Widgren,63,16,28,66.006,Lowest Rated
A. Evans,63,16,28,66.006,Lowest Rated
P. Pedraza,63,16,28,66.006,Lowest Rated
Z. Al Sahafi,63,16,28,66.006,Lowest Rated
T. Clarke,63,16,28,66.006,Lowest Rated
Liao Junjian,63,16,28,66.006,Lowest Rated
C. Masterson,63,16,28,66.006,Lowest Rated
Han Pengfei,63,16,28,66.006,Lowest Rated
J. Letniowski,63,16,28,66.006,Lowest Rated
Ahn Tae Hyun,63,16,28,66.006,Lowest Rated
M. Mokrzycki,63,16,28,66.006,Lowest Rated
M. Smith,63,16,28,66.006,Lowest Rated
D. Cleary,63,16,28,66.006,Lowest Rated
T. Kok,63,16,28,66.006,Lowest Rated
A. Diawusie,63,16,28,66.006,Lowest Rated
M. Maranda,63,16,28,66.006,Lowest Rated
M. Mehnert,63,16,28,66.006,Lowest Rated
An Byong Jun,63,16,28,66.006,Lowest Rated
C. McLennan,63,16,28,66.006,Lowest Rated
A. Lewis,63,16,28,66.006,Lowest Rated
P. Olszewski,63,16,28,66.006,Lowest Rated
J. Kitolano,63,16,28,66.006,Lowest Rated
B. Lubala,63,16,28,66.006,Lowest Rated
S. Seddon,63,16,28,66.006,Lowest Rated
M. Platt,63,16,28,66.006,Lowest Rated
S. Skarlatidis,63,16,28,66.006,Lowest Rated
F. Juárez,63,16,28,66.006,Lowest Rated
F. Gytkjær,63,16,28,66.006,Lowest Rated
S. Campo,63,16,28,66.006,Lowest Rated
A. Muskwe,63,16,28,66.006,Lowest Rated
E. Guerrero,63,16,28,66.006,Lowest Rated
I. Vujica,63,16,28,66.006,Lowest Rated
L. Thomas,63,16,28,66.006,Lowest Rated
A. Mariappa,64,17,27,66.006,Lowest Rated
K. McDonald,64,17,27,66.006,Lowest Rated
D. Williams,64,17,27,66.006,Lowest Rated
D. Worrall,64,17,27,66.006,Lowest Rated
A. Ríos,64,17,27,66.006,Lowest Rated
Koo Ja Cheol,64,17,27,66.006,Lowest Rated
Yu Hanchao,64,17,27,66.006,Lowest Rated
R. Feltscher,64,17,27,66.006,Lowest Rated
J. Thomassen,64,17,27,66.006,Lowest Rated
F. Ojo,64,17,27,66.006,Lowest Rated
B. Tozer,64,17,27,66.006,Lowest Rated
C. Eastmond,64,17,27,66.006,Lowest Rated
N. McGinn,64,17,27,66.006,Lowest Rated
Gu Cao,64,17,27,66.006,Lowest Rated
M. Sau,64,17,27,66.006,Lowest Rated
M. Sema,64,17,27,66.006,Lowest Rated
M. Watkins,64,17,27,66.006,Lowest Rated
P. Madden,64,17,27,66.006,Lowest Rated
J. Brayford,64,17,27,66.006,Lowest Rated
O. Gonzalez,64,17,27,66.006,Lowest Rated
D. Andrew,64,17,27,66.006,Lowest Rated
S. McConville,64,17,27,66.006,Lowest Rated
Lee Yong Rae,64,17,27,66.006,Lowest Rated
G. Gardner,64,17,27,66.006,Lowest Rated
S. Neville,64,17,27,66.006,Lowest Rated
M. Rondón,64,17,27,66.006,Lowest Rated
A. Taylor,64,17,27,66.006,Lowest Rated
A. Traoré,64,17,27,66.006,Lowest Rated
F. Lepore,64,17,27,66.006,Lowest Rated
N. Clark,64,17,27,66.006,Lowest Rated
J. Hunt,64,17,27,66.006,Lowest Rated
C. Montaño,64,17,27,66.006,Lowest Rated
A. Uludağ,64,17,27,66.006,Lowest Rated
L. Gutiérrez,64,17,27,66.006,Lowest Rated
C. Hussey,64,17,27,66.006,Lowest Rated
C. McAleny,64,17,27,66.006,Lowest Rated
F. Paghera,64,17,27,66.006,Lowest Rated
M. Amini,64,17,27,66.006,Lowest Rated
A. Gorgon,64,17,27,66.006,Lowest Rated
B. Hamill,64,17,27,66.006,Lowest Rated
M. Gollner,64,17,27,66.006,Lowest Rated
P. Pennanen,64,17,27,66.006,Lowest Rated
D. Chima Chukwu,64,17,27,66.006,Lowest Rated
R. McDonald,64,17,27,66.006,Lowest Rated
A. Crawford,64,17,27,66.006,Lowest Rated
K. Hansen,64,17,27,66.006,Lowest Rated
Maestre,64,17,27,66.006,Lowest Rated
G. Moncur,64,17,27,66.006,Lowest Rated
P. McEleney,64,17,27,66.006,Lowest Rated
W. Bruin,64,17,27,66.006,Lowest Rated
C. Aneke,64,17,27,66.006,Lowest Rated
H. Jimenez,64,17,27,66.006,Lowest Rated
M. Ødegaard,64,17,27,66.006,Lowest Rated
T. Carroll,64,17,27,66.006,Lowest Rated
J. Lindner,64,17,27,66.006,Lowest Rated
R. Sjöstedt,64,17,27,66.006,Lowest Rated
C. Battocchio,64,17,27,66.006,Lowest Rated
Kim Jun Yub,64,17,27,66.006,Lowest Rated
Han Kyo Won,64,17,27,66.006,Lowest Rated
Lee Woong Hee,64,17,27,66.006,Lowest Rated
B. Halloran,64,17,27,66.006,Lowest Rated
E. Andersen,64,17,27,66.006,Lowest Rated
J. Reeves,64,17,27,66.006,Lowest Rated
E. Hewitt,64,17,27,66.006,Lowest Rated
İ. Yılmaz,64,17,27,66.006,Lowest Rated
T. Nichols,64,17,27,66.006,Lowest Rated
Juan Mera,64,17,27,66.006,Lowest Rated
A. Jackson,64,17,27,66.006,Lowest Rated
L. Polworth,64,17,27,66.006,Lowest Rated
M. Kennedy,64,17,27,66.006,Lowest Rated
D. Oshilaja,64,17,27,66.006,Lowest Rated
R. Inniss,64,17,27,66.006,Lowest Rated
P. Olkowski,64,17,27,66.006,Lowest Rated
J. White,64,17,27,66.006,Lowest Rated
J. Grimmer,64,17,27,66.006,Lowest Rated
M. Akça,64,17,27,66.006,Lowest Rated
D. McGeouch,64,17,27,66.006,Lowest Rated
K. Boli,64,17,27,66.006,Lowest Rated
E. Akichi,64,17,27,66.006,Lowest Rated
A. Andersen,64,17,27,66.006,Lowest Rated
C. Thompson,64,17,27,66.006,Lowest Rated
B. Tashchy,64,17,27,66.006,Lowest Rated
C. Dunne,64,17,27,66.006,Lowest Rated
A. Obileye,64,17,27,66.006,Lowest Rated
J. Murphy,64,17,27,66.006,Lowest Rated
S. Savić,64,17,27,66.006,Lowest Rated
T. Dieng,64,17,27,66.006,Lowest Rated
J. Pigott,64,17,27,66.006,Lowest Rated
J. Bolton,64,17,27,66.006,Lowest Rated
J. Roberts,64,17,27,66.006,Lowest Rated
L. Thompson,64,17,27,66.006,Lowest Rated
J. Walker,64,17,27,66.006,Lowest Rated
P. Sweeney,64,17,27,66.006,Lowest Rated
A. Magrassi,64,17,27,66.006,Lowest Rated
Kim In Sung,64,17,27,66.006,Lowest Rated
T. Eisfeld,64,17,27,66.006,Lowest Rated
Kim Kyung Jung,64,17,27,66.006,Lowest Rated
A. Wooten,64,17,27,66.006,Lowest Rated
K. Pusch,64,17,27,66.006,Lowest Rated
F. Starzyński,64,17,27,66.006,Lowest Rated
J. Moore-Taylor,64,17,27,66.006,Lowest Rated
D. Grigore,64,17,27,66.006,Lowest Rated
F. Al Muwallad,64,17,27,66.006,Lowest Rated
D. Wright,64,17,27,66.006,Lowest Rated
T. Bu Haymid,64,17,27,66.006,Lowest Rated
A. Khamis,64,17,27,66.006,Lowest Rated
B. Mugabi,64,17,27,66.006,Lowest Rated
D. Butler,64,17,27,66.006,Lowest Rated
P. Vlachodimos,64,17,27,66.006,Lowest Rated
D. Steres,64,17,27,66.006,Lowest Rated
B. Galloway,64,17,27,66.006,Lowest Rated
M. Jahfali,64,17,27,66.006,Lowest Rated
L. Nilsen,64,17,27,66.006,Lowest Rated
J. Ironside,64,17,27,66.006,Lowest Rated
D. John,64,17,27,66.006,Lowest Rated
F. Olinga,64,17,27,66.006,Lowest Rated
M. Palmer,64,17,27,66.006,Lowest Rated
K. Tapoko,64,17,27,66.006,Lowest Rated
F. Loshaj,64,17,27,66.006,Lowest Rated
P. Ofosu-Ayeh,64,17,27,66.006,Lowest Rated
M. Starke,64,17,27,66.006,Lowest Rated
S. Scherder,64,17,27,66.006,Lowest Rated
M. Welzmüller,64,17,27,66.006,Lowest Rated
E. Berko,64,17,27,66.006,Lowest Rated
M. Ingebrigtsen,64,17,27,66.006,Lowest Rated
A. Meleán,64,17,27,66.006,Lowest Rated
G. Karlen,64,17,27,66.006,Lowest Rated
J. Geria,64,17,27,66.006,Lowest Rated
Thuram,64,17,27,66.006,Lowest Rated
J. Jones,64,17,27,66.006,Lowest Rated
Z. Sami,64,17,27,66.006,Lowest Rated
A. Gnanduillet,64,17,27,66.006,Lowest Rated
S. Luštica,64,17,27,66.006,Lowest Rated
E. Zejnullahu,64,17,27,66.006,Lowest Rated
A. Aseri,64,17,27,66.006,Lowest Rated
C. Norman,64,17,27,66.006,Lowest Rated
Jeong Jae Yong,64,17,27,66.006,Lowest Rated
A. Jovanović,64,17,27,66.006,Lowest Rated
K. Fatai,64,17,27,66.006,Lowest Rated
B. Szeliga,64,17,27,66.006,Lowest Rated
K. Pedersen,64,17,27,66.006,Lowest Rated
I. Vásquez,64,17,27,66.006,Lowest Rated
I. Ssewankambo,64,17,27,66.006,Lowest Rated
A. Martínez,64,17,27,66.006,Lowest Rated
F. Vázquez,64,17,27,66.006,Lowest Rated
M. Nalepa,64,17,27,66.006,Lowest Rated
S. Ojeda,64,17,27,66.006,Lowest Rated
R. Dimitrov,64,17,27,66.006,Lowest Rated
J. McCarthy,64,17,27,66.006,Lowest Rated
L. Donnelly,64,17,27,66.006,Lowest Rated
K. Jackson,64,17,27,66.006,Lowest Rated
F. Di Franco,64,17,27,66.006,Lowest Rated
H. Fargues,64,17,27,66.006,Lowest Rated
A. Gogić,64,17,27,66.006,Lowest Rated
S. Long,64,17,27,66.006,Lowest Rated
R. Quinteros,64,17,27,66.006,Lowest Rated
R. Brown,64,17,27,66.006,Lowest Rated
M. Kupczak,64,17,27,66.006,Lowest Rated
D. Wheeler,64,17,27,66.006,Lowest Rated
B. Halliday,64,17,27,66.006,Lowest Rated
C. Shaughnessy,64,17,27,66.006,Lowest Rated
F. Cardozo,64,17,27,66.006,Lowest Rated
D. Dussaut,64,17,27,66.006,Lowest Rated
G. Pereira,64,17,27,66.006,Lowest Rated
J. Medranda,64,17,27,66.006,Lowest Rated
N. Aliji,64,17,27,66.006,Lowest Rated
S. Dursun,64,17,27,66.006,Lowest Rated
M. Hamzi,64,17,27,66.006,Lowest Rated
M. Trojak,64,17,27,66.006,Lowest Rated
G. Kiltie,64,17,27,66.006,Lowest Rated
V. Sulejmani,64,17,27,66.006,Lowest Rated
M. Walski,64,17,27,66.006,Lowest Rated
K. Vassell,64,17,27,66.006,Lowest Rated
O. Okungbowa,64,17,27,66.006,Lowest Rated
D. Kun,64,17,27,66.006,Lowest Rated
E. Miller,64,17,27,66.006,Lowest Rated
T. Thompson,64,17,27,66.006,Lowest Rated
J. Zwischenbrugger,64,17,27,66.006,Lowest Rated
M. Mirahmetjan,64,17,27,66.006,Lowest Rated
B. Ould-Chikh,64,17,27,66.006,Lowest Rated
L. Carrizo,64,17,27,66.006,Lowest Rated
P. Zieliński,64,17,27,66.006,Lowest Rated
K. Petrov,64,17,27,66.006,Lowest Rated
S. Ohlsson,64,17,27,66.006,Lowest Rated
W. Randall,64,17,27,66.006,Lowest Rated
K. Veendorp,64,17,27,66.006,Lowest Rated
G. Ward,64,17,27,66.006,Lowest Rated
L. Reed,64,17,27,66.006,Lowest Rated
T. James,64,17,27,66.006,Lowest Rated
J. Beesley,64,17,27,66.006,Lowest Rated
F. Rodríguez,64,17,27,66.006,Lowest Rated
J. Biada,64,17,27,66.006,Lowest Rated
J. Thomasen,64,17,27,66.006,Lowest Rated
S. Jhingan,64,17,27,66.006,Lowest Rated
S. Crone,64,17,27,66.006,Lowest Rated
B. Babić,64,17,27,66.006,Lowest Rated
A. Nemane,64,17,27,66.006,Lowest Rated
M. Rzuchowski,64,17,27,66.006,Lowest Rated
F. Piñero,64,17,27,66.006,Lowest Rated
A. Gersbach,64,17,27,66.006,Lowest Rated
T. Watson,64,17,27,66.006,Lowest Rated
A. Cannon,64,17,27,66.006,Lowest Rated
K. Burger,64,17,27,66.006,Lowest Rated
He Chao,64,17,27,66.006,Lowest Rated
E. Brophy,64,17,27,66.006,Lowest Rated
Zhao Honglue,64,17,27,66.006,Lowest Rated
D. Johnson,64,17,27,66.006,Lowest Rated
C. McGrandles,64,17,27,66.006,Lowest Rated
B. Oyarzo,64,17,27,66.006,Lowest Rated
R. Corlu,64,17,27,66.006,Lowest Rated
M. Frey,64,17,27,66.006,Lowest Rated
K. da Graca,64,17,27,66.006,Lowest Rated
J. Susvielles,64,17,27,66.006,Lowest Rated
S. Mallan,64,17,27,66.006,Lowest Rated
S. Mandash,64,17,27,66.006,Lowest Rated
R. Sweeney,64,17,27,66.006,Lowest Rated
D. Grétarsson,64,17,27,66.006,Lowest Rated
D. Harvie,64,17,27,66.006,Lowest Rated
C. Gravius,64,17,27,66.006,Lowest Rated
Kim Min Hyeok,64,17,27,66.006,Lowest Rated
L. Armstrong,64,17,27,66.006,Lowest Rated
Ronivaldo,64,17,27,66.006,Lowest Rated
M. Poletanović,64,17,27,66.006,Lowest Rated
D. Hümmet,64,17,27,66.006,Lowest Rated
S. Abdullahi,64,17,27,66.006,Lowest Rated
R. Gelmi,64,17,27,66.006,Lowest Rated
J. Jones,64,17,27,66.006,Lowest Rated
C. Guy,64,17,27,66.006,Lowest Rated
S. Findlay,64,17,27,66.006,Lowest Rated
J. McCart,64,17,27,66.006,Lowest Rated
P. McMullan,64,17,27,66.006,Lowest Rated
Chi Zhongguo,64,17,27,66.006,Lowest Rated
L. Gugganig,64,17,27,66.006,Lowest Rated
J. Powell,64,17,27,66.006,Lowest Rated
C. Ikonomidis,64,17,27,66.006,Lowest Rated
V. Moren,64,17,27,66.006,Lowest Rated
D. Agyei,64,17,27,66.006,Lowest Rated
L. Ferrone,64,17,27,66.006,Lowest Rated
R. Zekhnini,64,17,27,66.006,Lowest Rated
M. Khubrani,64,17,27,66.006,Lowest Rated
M. Ajani,64,17,27,66.006,Lowest Rated
B. Stevenson,64,17,27,66.006,Lowest Rated
J. Tilley,64,17,27,66.006,Lowest Rated
M. Taylor,64,17,27,66.006,Lowest Rated
B. Van Durmen,64,17,27,66.006,Lowest Rated
M. Listkowski,64,17,27,66.006,Lowest Rated
F. Lajugie,64,17,27,66.006,Lowest Rated
E. Wichne,64,17,27,66.006,Lowest Rated
D. Di Molfetta,64,17,27,66.006,Lowest Rated
S. Lavelle,64,17,27,66.006,Lowest Rated
O. Çelik,64,17,27,66.006,Lowest Rated
R. Broom,64,17,27,66.006,Lowest Rated
T. Baack,64,17,27,66.006,Lowest Rated
S. Musiolik,64,17,27,66.006,Lowest Rated
V. Mogoș,64,17,27,66.006,Lowest Rated
H. McKirdy,64,17,27,66.006,Lowest Rated
Morillas,64,17,27,66.006,Lowest Rated
Manel Royo,64,17,27,66.006,Lowest Rated
C. Gutiérrez,64,17,27,66.006,Lowest Rated
Moon Seon Min,64,17,27,66.006,Lowest Rated
W. Patching,64,17,27,66.006,Lowest Rated
S. Nkansah,64,17,27,66.006,Lowest Rated
E. Taffertshofer,64,17,27,66.006,Lowest Rated
N. Antonitsch,64,17,27,66.006,Lowest Rated
K. Knoyle,64,17,27,66.006,Lowest Rated
J. Brophy,64,17,27,66.006,Lowest Rated
Marcelo Vildeia,64,17,27,66.006,Lowest Rated
Míchel Zabaco,64,17,27,66.006,Lowest Rated
Mateus Couteira,64,17,27,66.006,Lowest Rated
Flávio Triginho,64,17,27,66.006,Lowest Rated
R. Fernandes,64,17,27,66.006,Lowest Rated
Rivaldinho,64,17,27,66.006,Lowest Rated
M. Brandner,64,17,27,66.006,Lowest Rated
J. McGarry,64,17,27,66.006,Lowest Rated
J. Fitzwater,64,17,27,66.006,Lowest Rated
K. Edwards,64,17,27,66.006,Lowest Rated
J. Leko,64,17,27,66.006,Lowest Rated
T. Vassell,64,17,27,66.006,Lowest Rated
J. Reichert,64,17,27,66.006,Lowest Rated
T. Uskok,64,17,27,66.006,Lowest Rated
Borja González,64,17,27,66.006,Lowest Rated
L. Chhangte,64,17,27,66.006,Lowest Rated
B. Hines-Ike,64,17,27,66.006,Lowest Rated
R. Williams,64,17,27,66.006,Lowest Rated
T. Washington,64,17,27,66.006,Lowest Rated
Lee Seung Woo,64,17,27,66.006,Lowest Rated
Tony Alfaro,64,17,27,66.006,Lowest Rated
J. Yaro,64,17,27,66.006,Lowest Rated
A. Keita,64,17,27,66.006,Lowest Rated
F. Herbers,64,17,27,66.006,Lowest Rated
F. Bejan,64,17,27,66.006,Lowest Rated
D. Jaiyesimi,64,17,27,66.006,Lowest Rated
L. Putaro,64,17,27,66.006,Lowest Rated
L. Geminiani,64,17,27,66.006,Lowest Rated
D. Jakubik,64,17,27,66.006,Lowest Rated
Park Han Bin,64,17,27,66.006,Lowest Rated
J. Augustinsson,64,17,27,66.006,Lowest Rated
A. Skovgaard,64,17,27,66.006,Lowest Rated
N. Castro,64,17,27,66.006,Lowest Rated
Huang Zhengyu,64,17,27,66.006,Lowest Rated
J. Felix,64,17,27,66.006,Lowest Rated
Piao Shihao,64,17,27,66.006,Lowest Rated
M. Feeney,64,17,27,66.006,Lowest Rated
T. Bakinson,64,17,27,66.006,Lowest Rated
A. Rossi,64,17,27,66.006,Lowest Rated
D. Florea,64,17,27,66.006,Lowest Rated
N. Robertha,64,17,27,66.006,Lowest Rated
S. Ylätupa,64,17,27,66.006,Lowest Rated
N. Landgraf,64,17,27,66.006,Lowest Rated
J. Bitter,64,17,27,66.006,Lowest Rated
O. Bogle,64,17,27,66.006,Lowest Rated
H. Udahl,64,17,27,66.006,Lowest Rated
N. Walstad,64,17,27,66.006,Lowest Rated
R. Ziegele,64,17,27,66.006,Lowest Rated
K. Demirtaş,64,17,27,66.006,Lowest Rated
M. Christensen,64,17,27,66.006,Lowest Rated
J. Smith,64,17,27,66.006,Lowest Rated
Gori,64,17,27,66.006,Lowest Rated
D. Calcaterra,64,17,27,66.006,Lowest Rated
D. Soto,64,17,27,66.006,Lowest Rated
Álex Cardero,64,17,27,66.006,Lowest Rated
M. Sankoh,64,17,27,66.006,Lowest Rated
W. Mikelbrencis,64,17,27,66.006,Lowest Rated
S. Pattynama,64,17,27,66.006,Lowest Rated
A. Ba,64,17,27,66.006,Lowest Rated
E. Edh,64,17,27,66.006,Lowest Rated
J. Myszor,64,17,27,66.006,Lowest Rated
L. Cameron,64,17,27,66.006,Lowest Rated
Ș. Pănoiu,64,17,27,66.006,Lowest Rated
Iker Unzueta,64,17,27,66.006,Lowest Rated
S. Gavriel,64,17,27,66.006,Lowest Rated
H. Bilazer,64,17,27,66.006,Lowest Rated
L. Stassin,64,17,27,66.006,Lowest Rated
M. Kaput,64,17,27,66.006,Lowest Rated
L. Bennett,64,17,27,66.006,Lowest Rated
F. Strauss,64,17,27,66.006,Lowest Rated
K. Knap,64,17,27,66.006,Lowest Rated
T. Sechelmann,64,17,27,66.006,Lowest Rated
A. Brown,64,17,27,66.006,Lowest Rated
C. Keleş,64,17,27,66.006,Lowest Rated
Antoniu Roca,64,17,27,66.006,Lowest Rated
Ethyan,64,17,27,66.006,Lowest Rated
Y. Van Genechten,64,17,27,66.006,Lowest Rated
M. Beifus,64,17,27,66.006,Lowest Rated
D. Stumberger,64,17,27,66.006,Lowest Rated
N. Skyttä,64,17,27,66.006,Lowest Rated
M. Riou,64,17,27,66.006,Lowest Rated
G. Satsias,64,17,27,66.006,Lowest Rated
T. Leigh,64,17,27,66.006,Lowest Rated
Pablo Tomeo,64,17,27,66.006,Lowest Rated
C. Lang,64,17,27,66.006,Lowest Rated
L. Hartjes,64,17,27,66.006,Lowest Rated
B. Bjarnason,64,17,27,66.006,Lowest Rated
O. Vargas,64,17,27,66.006,Lowest Rated
Rai Marchán,64,17,27,66.006,Lowest Rated
M. Al Juwair,64,17,27,66.006,Lowest Rated
Roger Fernandes,64,17,27,66.006,Lowest Rated
L. Thompson,64,17,27,66.006,Lowest Rated
M. Kuharevych,64,17,27,66.006,Lowest Rated
S. Fofana,64,17,27,66.006,Lowest Rated
N. Sow,64,17,27,66.006,Lowest Rated
O. Gene,64,17,27,66.006,Lowest Rated
Iker Benito,64,17,27,66.006,Lowest Rated
Yayo,64,17,27,66.006,Lowest Rated
A. Devine,64,17,27,66.006,Lowest Rated
Naim García,64,17,27,66.006,Lowest Rated
Diego García,64,17,27,66.006,Lowest Rated
O. Özçiçek,64,17,27,66.006,Lowest Rated
André Ricardo,64,17,27,66.006,Lowest Rated
T. Schumacher,64,17,27,66.006,Lowest Rated
Guille Bueno,64,17,27,66.006,Lowest Rated
Jonatas Santos,64,17,27,66.006,Lowest Rated
Loïc Williams,64,17,27,66.006,Lowest Rated
Arnau Ortiz,64,17,27,66.006,Lowest Rated
R. Rosales,64,17,27,66.006,Lowest Rated
T. Zoukrou,64,17,27,66.006,Lowest Rated
A. Gabriel,64,17,27,66.006,Lowest Rated
S. Bonnah,64,17,27,66.006,Lowest Rated
Kortajarena,64,17,27,66.006,Lowest Rated
Juan Artola,64,17,27,66.006,Lowest Rated
J. Farrell,64,17,27,66.006,Lowest Rated
J. Vera,64,17,27,66.006,Lowest Rated
Roger Martínez,64,17,27,66.006,Lowest Rated
César Tárrega,64,17,27,66.006,Lowest Rated
Z. Buurmeester,64,17,27,66.006,Lowest Rated
K. Jensen,64,17,27,66.006,Lowest Rated
S. Álvarez,64,17,27,66.006,Lowest Rated
K. McAteer,64,17,27,66.006,Lowest Rated
A. Eriksson,64,17,27,66.006,Lowest Rated
D. Stensson,64,17,27,66.006,Lowest Rated
Rubén Iranzo,64,17,27,66.006,Lowest Rated
E. Dieye,64,17,27,66.006,Lowest Rated
N. Mäenpää,64,17,27,66.006,Lowest Rated
J. Gómez,64,17,27,66.006,Lowest Rated
O. Provstgaard,64,17,27,66.006,Lowest Rated
A. Hoskonen,64,17,27,66.006,Lowest Rated
G. Ríos,64,17,27,66.006,Lowest Rated
Y. Koré,64,17,27,66.006,Lowest Rated
E. İlkhan,64,17,27,66.006,Lowest Rated
Max,64,17,27,66.006,Lowest Rated
C. Zabala,64,17,27,66.006,Lowest Rated
B. Bender,64,17,27,66.006,Lowest Rated
A. Bakayoko,64,17,27,66.006,Lowest Rated
M. Baur,64,17,27,66.006,Lowest Rated
J. Taaje,64,17,27,66.006,Lowest Rated
Óscar Rivas,64,17,27,66.006,Lowest Rated
E. Destan,64,17,27,66.006,Lowest Rated
A. Lowry,64,17,27,66.006,Lowest Rated
M. Ivančević,64,17,27,66.006,Lowest Rated
J. James,64,17,27,66.006,Lowest Rated
J. Jeno,64,17,27,66.006,Lowest Rated
L. Warrington,64,17,27,66.006,Lowest Rated
D. Seck,64,17,27,66.006,Lowest Rated
J. Olaitan Ishola,64,17,27,66.006,Lowest Rated
P. Guzmán,64,17,27,66.006,Lowest Rated
R. Örqvist,64,17,27,66.006,Lowest Rated
R. Lima,64,17,27,66.006,Lowest Rated
S. Surdanović,64,17,27,66.006,Lowest Rated
K. Onsrud,64,17,27,66.006,Lowest Rated
Luizão,64,17,27,66.006,Lowest Rated
M. Sanabria,64,17,27,66.006,Lowest Rated
Wanya Marçal,64,17,27,66.006,Lowest Rated
H. Carneil,64,17,27,66.006,Lowest Rated
D. Sîrbu,64,17,27,66.006,Lowest Rated
Rodrigo Henrique,64,17,27,66.006,Lowest Rated
T. Palacios,64,17,27,66.006,Lowest Rated
A. Cagnano,64,17,27,66.006,Lowest Rated
A. Gabrielloni,64,17,27,66.006,Lowest Rated
G. Lunetta,64,17,27,66.006,Lowest Rated
M. Waad,64,17,27,66.006,Lowest Rated
K. Olaigbe,64,17,27,66.006,Lowest Rated
Mario Gila,64,17,27,66.006,Lowest Rated
F. Ortellado,64,17,27,66.006,Lowest Rated
F. Ponsi,64,17,27,66.006,Lowest Rated
A. Marafee,64,17,27,66.006,Lowest Rated
K. Al Hashmi,64,17,27,66.006,Lowest Rated
U. Tohumcu,64,17,27,66.006,Lowest Rated
O. Wolff,64,17,27,66.006,Lowest Rated
D. Martínez,64,17,27,66.006,Lowest Rated
K. Testud,64,17,27,66.006,Lowest Rated
J. Ríos Alonso,64,17,27,66.006,Lowest Rated
T. Santos,64,17,27,66.006,Lowest Rated
S. Diarra,64,17,27,66.006,Lowest Rated
T. Berger,64,17,27,66.006,Lowest Rated
N. Tjoe-A-On,64,17,27,66.006,Lowest Rated
J. Baas,64,17,27,66.006,Lowest Rated
N. Agrafiotis,64,17,27,66.006,Lowest Rated
S. Kapuadi,64,17,27,66.006,Lowest Rated
R. Paeshuyse,64,17,27,66.006,Lowest Rated
R. Heußer,64,17,27,66.006,Lowest Rated
N. Brown,64,17,27,66.006,Lowest Rated
D. Scherhant,64,17,27,66.006,Lowest Rated
S. Hidalgo,64,17,27,66.006,Lowest Rated
V. Loturi,64,17,27,66.006,Lowest Rated
M. Sarıkaya,64,17,27,66.006,Lowest Rated
T. Danhof,64,17,27,66.006,Lowest Rated
Gonçalo Costa,64,17,27,66.006,Lowest Rated
J. Tenkorang,64,17,27,66.006,Lowest Rated
C. Brackelmann,64,17,27,66.006,Lowest Rated
K. Vargas,64,17,27,66.006,Lowest Rated
Y. Borges Sanches,64,17,27,66.006,Lowest Rated
J. Wulff,64,17,27,66.006,Lowest Rated
T. Deniz,64,17,27,66.006,Lowest Rated
E. Omić,64,17,27,66.006,Lowest Rated
Hélder Morim,64,17,27,66.006,Lowest Rated
S. Panada,64,17,27,66.006,Lowest Rated
Peque,64,17,27,66.006,Lowest Rated
Z. Hawsawi,64,17,27,66.006,Lowest Rated
D. Abzi,64,17,27,66.006,Lowest Rated
M. Wörl,64,17,27,66.006,Lowest Rated
Marcos Luna,64,17,27,66.006,Lowest Rated
F. Carboni,64,17,27,66.006,Lowest Rated
H. Neal,64,17,27,66.006,Lowest Rated
J. Cuero,64,17,27,66.006,Lowest Rated
Rafael Brito,64,17,27,66.006,Lowest Rated
K. Muneer,64,17,27,66.006,Lowest Rated
Abraham,64,17,27,66.006,Lowest Rated
M. Farsi,64,17,27,66.006,Lowest Rated
I. Salah,64,17,27,66.006,Lowest Rated
A. Amenda,64,17,27,66.006,Lowest Rated
N. Nsingi,64,17,27,66.006,Lowest Rated
P. Pizarro,64,17,27,66.006,Lowest Rated
G. Cooper,64,17,27,66.006,Lowest Rated
U. Bislimi,64,17,27,66.006,Lowest Rated
T. Cervera,64,17,27,66.006,Lowest Rated
M. Smets,64,17,27,66.006,Lowest Rated
C. Ocampos,64,17,27,66.006,Lowest Rated
M. Damar,64,17,27,66.006,Lowest Rated
Chuki,64,17,27,66.006,Lowest Rated
Alcedo,64,17,27,66.006,Lowest Rated
E. Gültekin,64,17,27,66.006,Lowest Rated
M. Angeli,64,17,27,66.006,Lowest Rated
Pau Casadesús,64,17,27,66.006,Lowest Rated
Dinis Pinto,64,17,27,66.006,Lowest Rated
